image,base_caption,lora_caption,given_caption
2419221084_01a14176b4.jpg,two dogs running in the grass,Two brown and white dogs are playing in the grass .,A white dog runs past another dog who is standing beside some patio furniture .
2420696992_22e0dd467d.jpg,a young boy riding a toy police car,A boy in an orange shirt is riding a toy police car .,A child in an orange shirt sitting on a blue and white toy car .
2421446839_fe7d46c177.jpg,the car is white,A dog and a woman in a car .,"A dog jumps up towards a woman in a car , while another dog is outside the car ."
2422482455_b98d9c2120.jpg,a woman playing with a dog in a field,A black dog is playing with a woman in a field .,A man in an orange shirt plays fetch with a black French poodle
2424111022_4e332b8aee.jpg,a young boy sitting on a fallen log in the woods,A boy in jeans and a white shirt is climbing a fallen tree .,A boy in the woods .
2428094795_d3a8f46046.jpg,a little girl riding a tricycle down the road,A girl in a purple hat rides a tricycle .,A child in a fuzzy blue hat on a tricycle .
2428275562_4bde2bc5ea.jpg,a black and white dog running through the sand,A black and white dog is running through the sand .,A
2429212017_77fc107699.jpg,a couple of kids playing with goats in a fenced in yard,A boy and girl playing with goats .,The children in the scene are in a petting zoo and are acting like a duck or chicken .
2431120202_b24fe2333a.jpg,a little girl on skis,A child in a purple jacket is skiing down a snowy hill .,A girl cross-country skis .
2431470169_0eeba7d602.jpg,a man sitting in a chair reading a book,A man in a green shirt is sitting at a table outside .,"A man sitting at an outside table , eating lunch , marking on a paper ."
2431723485_bc6b8e6418.jpg,a person riding a bike in the woods,A bicyclist is riding through a forest .,a biker bikes through the woods .
2431832075_00aa1a4457.jpg,a young girl standing on a large colorful parachute,A girl in a white shirt is standing on a colorful parachute .,A girl bouncing on a colorful sheet .
2434006663_207a284cec.jpg,two dogs running in the sand,A black dog is running with a stick in its mouth .,A brown dog is chasing a black dog on the sand .
2435685480_a79d42e564.jpg,a woman sitting on a rock with a backpack,A girl in a blue jacket and red hat sits on a rock .,"A girl wearing a brown cap , red sneakers , and a dark green coat sits on a rock bench ."
2436081047_bca044c1d3.jpg,a little girl riding on a swing in a park,A girl in a pink shirt is jumping on a swing .,A girl dismounts from a swing as high as she can and lands on the rubber tiles below .
2441815792_43565b1312.jpg,a group of people standing in front of a building,A group of people are standing on a sidewalk .,A group of people gather for a picture while a woman stands on a post and takes the picture .
2443380641_7b38d18f5b.jpg,a man holding a baseball bat,A boy in a yellow shirt is swinging a bat .,A child in an orange shirt holding a baseball bat watches the ball thrown at him .
244399048_8332bb3270.jpg,a dog jumping up to catch a frisbee,A brown and white dog is jumping in the air .,A blurry dog inside on a carpet .
2444741900_5cb3ef3e1d.jpg,a group of people on a snow covered mountain,A group of people are standing on a snow covered mountain .,A bunch of people are standing or sitting in a snow valley .
2445283938_ff477c7952.jpg,a group of children sitting in a circle,A group of children sit in a circle .,A group of girls sit back to back .
244571201_0339d8e8d1.jpg,a group of people and dogs in a swimming pool,A group of people and dogs in a swimming pool .,A bunch of dogs and kids playing in a swimming pool .
2447284966_d6bbdb4b6e.jpg,a boy holding a bat,A boy is holding a bat in a stadium .,A little boy is holding a skinny baseball bat while standing between two rows of blue seats .
244760289_f4467b2b67.jpg,three men standing on a beach looking at the ocean,Three men are standing on the beach looking at the water .,Three men standing in the tide at a beach .
2448210587_9fe7ea5f42.jpg,a woman sitting on a tree stump with a dog,A woman and her dog sit on a tree trunk .,An elderly woman sits on a tree stump with a white dog .
244870123_dcb6e53643.jpg,two dogs playing with a towel on a deck,Two brown dogs are playing with a white towel .,Two dogs are tugging at a piece of white material .
2449446913_28fa5b7c75.jpg,a group of baseball players walking on a field,A group of baseball players in blue uniforms are walking together .,A group of baseball players wearing blue uniforms walk across the grass .
2450299735_62c095f40e.jpg,a little girl playing in a pool of water,A girl is playing in a water slide .,A child slides down a slide and into the water .
2450453051_f1d4a78ab4.jpg,a black and white dog catching a frisbee,A black and white dog catches a Frisbee .,A black and white dog catches flying discs thrown by a man .
2450486758_a66fd296ea.jpg,a dog jumping in the air to catch a frisbee,A golden retriever jumps in the air to catch a Frisbee .,A dog with a Frisbee jumps over a man
245252561_4f20f1c89e.jpg,two dogs playing in the street,A black and white dog is playing with another dog .,A black animal and a white animal in motion in close quarters .
2452686995_621878f561.jpg,a man is walking down a path next to a waterfall,A man is walking down a path next to a waterfall .,A beautiful waterfall with two people walking on the road beside it .
2453971388_76616b6a82.jpg,two children playing in a fountain,A girl and a boy are playing in a fountain .,Two girls running through pool while water sprays over them
2455286250_fb6a66175a.jpg,a young boy is playing soccer on a field,A boy in a white shirt is about to throw a soccer ball .,A boy throws a soccer ball from the sidelines in a soccer game .
2458033289_f0616879df.jpg,a man standing in front of a used tires sign,A man in a blue hat stands in front of a used tire shop .,A man in a hat standing in front of a tire shop .
2458269558_277012780d.jpg,a young boy on a swing in a park,A boy in a white shirt is swinging on a swing .,a blonde boy in a white and orange t-shirt is playing on a swing .
245895500_a4eb97af02.jpg,a man flies a kite in a river near a grassy area,A man is fishing in a river with steam coming out of the water .,A man is fly fishing Alon in a stream .
2460159430_71ab1aacfa.jpg,a dog running in the grass,A brown dog is running in a grassy field .,A brown dog races through a field .
246055693_ccb69ac5c6.jpg,a dog jumping over a set of stairs,A brown dog is jumping up a set of wooden stairs .,A blond dog runs down a flight of stairs to the backyard .
2460797929_66446c13db.jpg,a group of people on a raft in the water,A group of people in life vests on a raft .,A group of 6 boys are wearing yellow life vests and are on a make-shift raft .
2461616306_3ee7ac1b4b.jpg,a boy in the water,A boy is jumping into a swimming pool .,A boy is diving through the air into a swimming pool .
2461990494_c5ece064cc.jpg,a man with a backpack walking down a street,A man with a backpack is walking through a market .,"A man , seen from the back , with his head turned to the side wearing a backpack"
246231741_882b45c4e1.jpg,two dogs fighting in the woods,Two black and brown dogs are playing in the woods .,a dog wearing a yellow collar is bearing his teeth at another dog that is sitting by a tree .
2467853482_17009933e8.jpg,a boy blowing bubbles,A boy in a blue shirt blowing bubbles .,A boy blowing bubbles .
2470486377_c3a39ccb7b.jpg,a boy wearing a blue hoodie,A boy in a blue sweatshirt is shaking hands with another boy in a blue sweatshirt .,A boy in a black shirt punches a yellow punching bag while a boy in a blue sweatshirt holds the bag .
2472980433_210ec62874.jpg,man on a motorcycle doing a trick,A man on a motorcycle doing a trick .,a man doing tricks on a motorcycle
2473689180_e9d8fd656a.jpg,the water is splashing,A man is windsurfing in the ocean .,A man jet boarding .
2473738924_eca928d12f.jpg,a group of kids practicing karate in a gym,Two little girls in white are fighting .,Two girls in karate uniforms struggle in a dojo .
2473791980_805c819bd4.jpg,the water is choppy,A man is windsurfing in the ocean .,a lone parasailer surfing in the ocean wearing a black swimsuit .
2474092890_6c0781a8ed.jpg,a person sitting on a wooden bench,A man is sitting on a wooden bench with his head covered .,a person holding a picture of a face in front of their own face sitting on a bench .
2475162978_2c51048dca.jpg,a woman and a child running in the grass,A woman and a little boy are running in the grass .,A woman carrying a white ball is running behind a small boy .
2475300106_b8563111ba.jpg,a dog running in the grass,A brown dog is running through a bush .,A beige dog runs through the shrubbery toward the camera .
247617035_9f2e821534.jpg,a man sitting on the ground,A man in a tan jacket is sitting on a ledge overlooking the water .,a lone man wearing sunglasses sitting on a concrete wall
247637795_fdf26a03cf.jpg,woman wearing a black shirt,A man and a woman are standing next to a body of water .,A man and a woman at the waterfront .
247704641_d883902277.jpg,a dog standing on a log in the water,A black and brown dog stands on a log in the water .,A black dog is slowly crossing a fallen log that is outstretched over a stream of water .
247706586_7e25c7adf8.jpg,a man sitting on a rock in the woods,A man is sitting on a rock in a forest .,A man in a blue shirt and jeans poses by large mossy rocks .
2479162876_a5ce3306af.jpg,a dog walking on a dirt road with a man in the background,A white dog is walking down a dirt path .,A dog walks down the dirt road as a person follows .
2479652566_8f9fac8af5.jpg,a little girl sitting in a kitchen sink with a faucet,A little girl in sunglasses and a pink shirt is sitting in a sink .,A little girl is sitting on the counter dangling one foot in the sink whilst holding a dish jet washer .
2480021389_dda9fb2818.jpg,a person climbing on a rock at night,A climber on a boulder at night .,A man climbing a rock .
2480327661_fb69829f57.jpg,a young boy practicing karate in a gymnasium,A boy in a white and blue uniform is doing karate .,A boy poses in karate form and uniform .
2480668859_6f9b46be6a.jpg,a group of people rowing a boat on a lake,A group of rowers on a lake .,A group of people rowing a boat .
2480850054_de3433b54a.jpg,a man in a brown shirt is throwing a frisbee in the air,A boy in a brown outfit is running in the sand .,A boy is kicking up dust as he runs in the dirt by a tree .
2481003841_06086eafc2.jpg,two young boys standing in front of a swing set,A boy in a blue sweatshirt and a boy in a grey sweatshirt are sitting on a swing .,Two little boys are playing on a playground .
2481367956_8577d2fa98.jpg,a little boy is playing on a playground equipment,A baby in a blue jacket is climbing a red and yellow pole .,A child reaches for a bar .
2481598514_05a65d1f72.jpg,a person riding a tricycle,A child riding a tricycle .,Children on tricycles .
2482629385_f370b290d1.jpg,a black dog drinking water from a pond,A black dog is drinking water from a pond .,A brown dog wading into a marshy pond .
2483792149_a9b4ffecec.jpg,a woman is in a field of pink tulips,A girl is in a field of pink tulips .,A blonde woman is standing in the middle of a field of tall pink flowers .
2484190118_e89363c465.jpg,a young boy standing on top of a pole,A boy in a white shirt and shorts is standing on a pole .,A boy with his hands above his head stands on a cement pillar above the cobblestones .
2485467050_1d5e2696d4.jpg,a group of kids jumping in the air in front of a house,A group of children are jumping in the grass .,A group of four children dancing in a backyard .
2490687446_9d46fdf5a9.jpg,a dog is splashing in the water,A black dog is splashing in the water .,A black dog is shaking water off his body .
2490768374_45d94fc658.jpg,a little girl wearing a turquoise tutu skirt,A little girl in a turquoise tutu and white shirt is laughing .,A young girl is in a teal colored netted skirt and wearing a shirt with a peace sign .
249394748_2e4acfbbb5.jpg,two dogs running in the grass,Two brown and white dogs running in the grass .,The two white dogs are playing in a field .
2493974889_50ae29f1e1.jpg,two people walking down a path in the woods,Two boys are walking down a dirt path in a wooded area .,Two boys are walking down a tree lined dirt path .
2495931537_9b8d4474b6.jpg,two dogs under a table,A brown dog and a tan dog are under a table .,A brown dog is sniffing a white dog that is lying on the floor .
2496370758_a3fbc49837.jpg,two dogs running in a field,Two brown and white dogs are running in a field .,A tan dog and a cream colored dog run through grasslands .
2497420371_74788d7ba1.jpg,a man leaning against a brick wall next to a bicycle,A man in a blue shirt and blue jeans is leaning against a brick wall .,A man fiddles with a shopping bag outside near a shopping cart .
2498897831_0bbb5d5b51.jpg,three children sitting on a bench,Three girls are sitting on a wooden swing .,Three children are pulling faces on a purple bench .
2500567791_101d5ddee3.jpg,the cow is black,A brown cow and a black dog are running through a fence .,a black cow and a brown cow being chased by a dog
2501595799_6316001e89.jpg,a young boy jumping into a swimming pool,A boy in a swimsuit jumps into a pool .,A boy wearing red shorts is jumping into a paddling pool .
2501742763_b2cb322087.jpg,a black dog running in the grass,A black dog is running in the grass .,A black dog is running fast on green grass .
2502354602_f4d6dcf42d.jpg,a woman wearing a white dress,A bride and groom look at each other .,A bride and groom look at each other in a goofy picture .
2502835694_4fe121bbea.jpg,a group of people standing outside of a building,A group of people standing outside of a building .,A group of people are outside a brick building taking pictures .
2502905671_c6039804ab.jpg,a man throwing a frisbee at a dog on the beach,A man and his dog on the beach .,A black and white dog looks at a man about to throw something .
2502935765_a0ae1fa7be.jpg,a young boy on a swing,A boy in a black jacket is on a swing .,A boy is at a playground on a pole .
2505056124_1276e8dbcb.jpg,a young boy is flying a kite in the sky,A boy in a white shirt is flying a kite .,A boy flying a red and white kite .
2505465055_f1e6cf9b76.jpg,a dog running in a field with a frisbee in its mouth,A dog is running through a field .,a tan dog jumping through the field with some barren trees in the background
2505988632_9541f15583.jpg,a young girl is jumping on a skateboard,A girl in a white shirt is jumping on a yellow rope .,A girl jumping over a jump rope .
2510020918_b2ca0fb2aa.jpg,a young boy is crawling through a pipe,A boy in a blue shirt is crawling through a pipe .,A boy crawling through a cement pipeline
2511019188_ca71775f2d.jpg,two dogs jumping in the air to catch a frisbee,A black dog jumps in the air to catch a blue Frisbee .,A dog with a Frisbee in front of a brown dog .
2515247156_c1b759fc33.jpg,the slide is blue,A boy in a blue shirt is sliding down a blue slide .,A boy goes down a blue slide with his eyes closed .
2517284816_9b8fd3c6b6.jpg,a group of people dancing in front of a crowd,A group of people in green and white are dancing .,A crowd of children .
251792066_b5233b3d86.jpg,a black dog jumping in the air to catch a frisbee,A black dog catches a green toy in its mouth .,A black dog in a yard with a green object in its mouth .
2518508760_68d8df7365.jpg,a dog wearing a yellow shirt,A brown dog in a yellow vest is running on a track .,A dog in a yellow jersey is running a race .
2520909293_9bb7f7364e.jpg,a man riding a bike in the air,A man in a yellow shirt is doing a trick on his bike .,A guy in a yellow shirt with a bike gets very high in the air .
252124738_796599e94b.jpg,a man and a woman sitting on a bench eating a corn on the cob,A man and a woman are eating corn on the cob .,A couple sitting together while the man eats corn .
2521770311_3086ca90de.jpg,a young boy holding a box on his head,A boy is holding a box on his head .,A boy holds a picture over his head .
2522297487_57edf117f7.jpg,a woman holding a boy and a girl,An older woman and two children are smiling .,A lady holds a little boy while another little boy smiles at them .
2525270674_4ab536e7ec.jpg,a brown and white dog,A brown and white dog is jumping up to catch a Frisbee .,A brown and white dog with a Frisbee in his mouth .
2525716531_e6dedee421.jpg,a man is playing with a german shepard dog,A man in a white hat is playing with a dog in a park .,A man in a safety suit training a police German Shephard .
2526041608_a9775ab8d7.jpg,a young boy wearing a yellow and blue uniform,A boy in a yellow and blue uniform is being tackled by another boy in a blue uniform .,A boy in a yellow uniform carrying a football is blocking another boy in a blue uniform .
2526585002_10987a63f3.jpg,three men in a boat with a dog,A yellow boat with three men and a dog in it .,A group of men in a yellow boat with their dogs .
2529116152_4331dabf50.jpg,a man doing a trick on a skateboard,A man in a brown shirt is doing a skateboard trick .,A darked skinned male is standing on one palm in front of a yellow building .
2529205842_bdcb49d65b.jpg,two young men playing basketball on a court,A basketball player is trying to get the ball away from another player .,Basketball player has fallen on the court while another grabs at the ball from out of frame .
2533424347_cf2f84872b.jpg,a man driving a car with smoke coming out of it,A car is driving down a street with a crowd watching .,A race car blows smoke while it drives .
2533642917_a5eace85e6.jpg,a young boy is standing in the water,A boy in a swimsuit stands in the water .,A boy in a bathing suit stands in water .
2534502836_7a75305655.jpg,a dog running in the grass,A brown and white dog is running in a field .,A medium sized brown and white streaked dog is running through tall grass .
2537583012_4a358a6a8a.jpg,a man wearing a green shirt,A man in a green shirt and a man in a blue shirt are rollerblading .,Two boys rollerblading .
2540203582_9a9ac92a5d.jpg,a little girl riding a pink scooter down the street,A child in a helmet is riding a pink scooter .,A girl on a pink scooter pushes herself down a subdivsion sidewalk .
2541104331_a2d65cfa54.jpg,a dog is splashing in the water,A brown dog is splashing in the water .,A brown dog splashing through water .
2542415282_9240e1b5fc.jpg,two little girls playing in a sandbox,Two girls are playing in a sandbox .,Girls playing in a sand playground .
2542662402_d781dd7f7c.jpg,a dog jumping over an obstacle in the grass,A brown and white dog is jumping over obstacles .,A woman in a blue shirt guides her dog over an obstacle .
254295381_d98fa049f4.jpg,a dog is standing on top of a dog house,A black and brown dog is standing on top of a red structure .,A black and brown dog stands on a roof .
2543017787_9720b4fa1c.jpg,a young girl on a swing,A girl in a red shirt is swinging on a metal ring .,A child in a red shirt and hat enjoys a tire-shaped swing at the playground .
2543589122_ec3e55f434.jpg,a dog playing with a ball in a pool,A black and white dog is jumping in a pool .,A beige and dark brown dog plays in the swimming pool with his mouth open .
2544182005_3aa1332bf9.jpg,a young boy riding a bike down the street,A boy in a helmet riding a bike .,A little boy with a blue shirt is wearing a helmet and riding a two wheeled bike .
2544426580_317b1f1f73.jpg,a young boy sitting on a toy motorcycle,A boy in a blue shirt and blue shorts sits on a toy .,A boy plays with a car .
2549968784_39bfbe44f9.jpg,a baby wearing goggles in a pool,A baby wearing blue goggles in a pool .,A child wearing swim goggles .
2551344688_17a12a6948.jpg,the man is wearing a hat,A man in a blue hat and jacket is giving a thumbs up .,A man with a denim hat and white beard gives a thumbs up .
2552438538_285a05b86c.jpg,three young boys standing on a wooden fence,A group of boys are standing on a wooden fence .,The three children are standing on and by a fence .
255266148_7ba7df1a88.jpg,a dog carrying a ball in its mouth,A black and brown dog is carrying a blue ball in its mouth .,A black and tan dog is carrying a light blue ball near a fence .
2553550034_5901aa9d6c.jpg,a young boy is climbing a rock wall,A boy in a baseball hat is climbing a rock .,A boy climbing a rocky area .
2553619107_d382a820f9.jpg,a person in a kayak,A man in a yellow kayak is paddling through rapids .,a kayaker tumbles over .
2554081584_233bdf289a.jpg,a man wearing a helmet,A man in a yellow shirt is climbing a rock formation .,a climber is between two large red rocks .
2556392380_ee57514233.jpg,a baby wearing a robe sitting on a chair,A baby in a blue robe is sitting in a chair .,A boy in a robe sits in a chair .
255741044_1102982213.jpg,two dogs running in the grass,A brown and white dog runs with a red ball in its mouth .,Two brown and white dogs are next to each other with red toys in their mouths .
2557972410_6925fe695c.jpg,a young boy holding a hockey stick in front of a goalie,A boy in an orange jersey is standing in front of a goal .,A goalie is guarding the goal .
2559503010_84f20b3bc9.jpg,a black car parked in front of a pnc bank,A man stands in front of a pnc bank .,a man stands outside a bank selling watermelons .
2559921948_06af25d566.jpg,a young boy walking on the beach with a surfboard,A boy in a yellow shirt carrying a surfboard on the beach .,A boy in a yellow shirt is walking on a beach holding a surfboard .
256085101_2c2617c5d0.jpg,the dog is brown and white,A brown and white dog with its mouth open .,A dog with its mouth opened .
2573625591_70291c894a.jpg,three dogs running in a grassy field,Three dogs are running in a field .,The three dogs ran in the yard .
2573667207_a1bf49befc.jpg,a man kneeling on a rock in the water,A man in a green shirt crouches on a rock in the water .,A man crouching down on some rocks in the ocean .
2574194729_1f099647ee.jpg,a dog running in the woods,A brown and white dog is running through the woods .,A light colored dog runs on a narrow path .
2574230252_f5a1382dd4.jpg,a dog in the water,A brown dog is splashing through the water .,A black dog splashes through greenish water .
2574509968_e4692ae169.jpg,a woman standing on a sidewalk holding a cell phone,A woman in a white shirt and black sandals is standing on a sidewalk .,a large woman stands in the street .
2575647360_f5de38c751.jpg,a group of people sitting around a table in a room,A group of people sit around a table in a dimly lit room .,A few people are sitting inside of a building with lots of photography on the walls .
2577972703_a22c5f2a87.jpg,a little girl with dirt on her face,A girl in a pink shirt is covered in dirt .,A girl making a sad face standing in front of her tricycle
2578289278_01516d23a0.jpg,a man falling off of a horse in a rodeo,A cowboy is falling off a horse .,a man dragging between two horses holding on to the horse on his right
2579266054_1ec58aa92f.jpg,a roller coaster with many people riding on it,A group of people on a roller coaster .,Many people riding a hanging roller coaster .
2579572274_826598b14a.jpg,a little girl sitting on the floor,A child in a yellow shirt is talking on a cell phone .,A little girl is holding a cellphone up to her ear .
2579899436_5086a33c7a.jpg,a young boy wearing a party hat is splashing in a puddle,A boy wearing a blue hat is splashing in a puddle .,A boy in a party hat splashes in the water .
2581066814_179d28f306.jpg,a naked man riding a bike with two naked women,A naked man riding a bicycle with two naked women behind him .,A group of people who are naked and riding bikes in the streets .
2582390123_71120edb0c.jpg,a dog and a cow in a field,A brown cow and a blue dog are fighting in a field .,A sheepdog barks at a cow .
2587818583_4aa8e7b174.jpg,a man playing with children in a ball pit,A group of children are playing in a ball pit .,A man pulling a small child out of a ball pit
2588927489_f4da2f11ec.jpg,a young boy holding a camera in the grass,A boy in a baseball cap is taking a picture .,A little boy takes a picture at the park .
2589156742_c46bc82137.jpg,a man in a white hat,A man in a white hat is holding a cup of soda .,A black man drinking out of a paper cup .
2589241160_3832440850.jpg,two dogs running on the beach,Two black and white dogs running on the beach .,Two dogs are running around on dead grass and sand with green grass in the background .
2589308405_e208b5e745.jpg,two people are playing frisbee on a field,A boy and a girl are jumping on a green field .,Two children are having a sack race .
2594042571_2e4666507e.jpg,a young boy is playing on a playground slide,A boy in a white hat is playing on a playground .,"A boy with an orange shirt smiles , while a boy in a blue shirt looks on ."
2594902417_f65d8866a8.jpg,two dogs in a field,Two brown dogs are playing in the grass .,A dog hops in a field while another dog stands next to it .
2595186208_9b16fa0ee3.jpg,a black dog jumping into the water near a dock,A black dog jumping into the water .,A black dog jumping from a dock into water .
2596474836_79468f23a0.jpg,a woman and a child in a swimming pool,A woman and a child in a swimming pool .,A woman helping a toddler to swim in a pool .
2596619849_7b635dd310.jpg,a group of kids playing frisbee in a field,A group of children are running through a field .,Four children are playing in a grassy field .
2597308074_acacc12e1b.jpg,a boy and a girl are playing with a frisbee on a beach,A boy and a girl are playing in the water .,"A boy and a girl at the beach , throwing sand ."
2597958208_e03aa149c9.jpg,two children playing with a frisbee,A boy in a green shirt and a boy in a blue shirt are playing baseball .,A little boy and a little girl playing together outside .
2598012140_832863fcb9.jpg,a dog and a cat on a bed,A dog and a cat are fighting on a bed .,A dog bites a cat whiel they lay on a bed together .
2599444370_9e40103027.jpg,a dog and a cat swimming in a pool,A black dog and a brown dog are swimming in a pool .,A black dog paddles behind a black cat in a body of water .
2600386812_8790879d9a.jpg,a dog is standing in the water near the ocean,A brown dog is standing on the shore of the ocean .,A brown dog is standing in the water watching the waves of the ocean on a sunny day .
2600867924_cd502fc911.jpg,two dogs running in the grass,A black and a brown dog are running in the grass .,A large brown dog and a large black and white dog running together
2602083686_e8a1af69cf.jpg,two women in zebra body paint riding bicycles,Two women dressed in black and white are riding bicycles .,Two ladies are wearing nothing except body paint and riding on bicycles in a street fair .
2602085456_d1beebcb29.jpg,a woman with mud on her body,A naked woman is covered in mud .,A naked woman covered in mud in front of a crowd
2602258549_7401a3cdae.jpg,a man and a woman sitting at a table in a restaurant,A man and a woman are holding hands in a restaurant .,A couple in a restaurant are holding hands .
2602306033_2b3100d36b.jpg,a dog swimming in the ocean with a frisbee in its mouth,A black dog is swimming in the ocean .,A black dog biting onto something is swimming in the beach .
2603792708_18a97bac97.jpg,a group of people on a beach at sunset,A group of people are walking along the beach at sunset .,A bunch of people on the beach at sunset .
260392825_ea61660633.jpg,a man wearing a red shirt,A man in a red shirt and blue tie sits on a bus .,A black man in a red shirt .
260520547_944f9f4c91.jpg,a group of people walking along a path next to a body of water,A group of people walking along the beach .,A couple walking alongside a waterfront next to a city .
2607462776_78e639d891.jpg,a dog jumping into the water near a dock,A black dog jumping into the water .,A black dog jumping from a wooden deck into a lake .
260828892_7925d27865.jpg,a person walking on the beach with footprints in the sand,A girl in a black dress is walking on the beach .,a lone person walking in the distance on a long beach .
2608289957_044849f73e.jpg,a little boy sitting on a tire with a toy,A boy in a blue shirt is sitting on a tire .,A baby sits on a tire and holds a toy .
2610447973_89227ff978.jpg,two people sitting around a campfire at night,A man and a woman are sitting around a fire at night .,People sit near a fire outside .
2612488996_9450de0e54.jpg,a man holding a sign in front of a pile of orange cones,A man holding a sign in front of orange cones .,"A homeless man in a white cap is standing behind large , orange cones ."
2613889835_6f50a3b83b.jpg,a man and a woman paddling a kayak in a body of water,A man and a woman in a kayak .,A blue boat and orange boat float among lilypads in an outdoor setting .
261490838_2f3ac98b12.jpg,a dog chasing a deer in a field of yellow flowers,A dog is chasing a deer in a field of yellow flowers .,A dog chases a deer into the woods .
2616508003_fa5ca5780d.jpg,a person on a motorcycle doing a trick,A man in a red helmet doing a wheelie on a black motorcycle .,A guy riding a motorcycle on one wheel .
2616643090_4f2d2d1a44.jpg,a baby is sitting in the grass eating something,A baby in a green shirt is eating some grass .,A baby chews on plants .
2618538137_44fffe10c4.jpg,a man on a skateboard,A dog and a man on a skateboard .,A bare chested man with a fierce expression on his face squats on a skateboard beside a furry dog .
261883591_3f2bca823c.jpg,a man wearing a hard hat,A man in a hard hat is standing in front of a shipping container .,A man in a white hardhat is standing in front of a green truck .
2621415349_ef1a7e73be.jpg,a man eating a hot dog,A man in a red cap and sunglasses eats a hot dog .,A man in a red baseball cap eats a chip .
2621771656_09a620da6d.jpg,a group of people standing in front of a fence,A group of people are standing in front of a fence .,A crowd of people are standing behind a railing watching something in the distance .
2623146491_b64698b875.jpg,a man in a store,A man in a black tank top is standing in a store .,A man in black is purchasing something at the register in a store .
2623496164_68ffeb5067.jpg,a person riding a bike on a dirt road,A man in a red shirt is riding a bike on a dirt trail .,A biker in red rides in the countryside .
2623930900_b9df917b82.jpg,the man is smiling,A man with a long white beard and glasses is smiling .,A man who has a gray beard and gray hair laughs while wearing a purple shirt .
262446581_06ef7d9445.jpg,a man sitting on a log,A man is sitting on a fallen tree trunk .,A guy on a log .
2629346153_155ba73ae9.jpg,a man holding a baseball bat,A man and a dog are playing in the dirt .,a brown and black attack dog being trained by a man holding a stick
2630806789_6835bbae95.jpg,a kayak in the water with mountains in the background,A kayaker is paddling in the ocean with mountains in the background .,An orange canoe aimed toward two other canoes on a lake .
2631300484_be8621d17b.jpg,boy holding a large snake,A boy in a green shirt holds a large snake .,A blonde boy stands among people in a shady setting with a large snake wrapped around his chest .
2631625732_75b714e685.jpg,a group of people kayaking in a body of water,A group of people in kayaks on a lake with mountains in the background .,People kayaking in snowy and mountainous region .
2635164923_2a774f7854.jpg,a young boy riding a skateboard,A boy in a blue helmet is riding a skateboard on a ramp .,a little baby skateboarding on a small concrete wall
2637904605_fc355816fc.jpg,a black and white dog running in a field,A black and white dog is running through a field .,A black and white dog bounds through a field .
263850317_5bb3a18a08.jpg,a woman walking down the street with a pink bag,A girl in a short skirt walks down the street .,an Asian girl carrying a pink bag is walking away down a busy city street .
263854883_0f320c1562.jpg,two dogs running in the grass,Two shaggy dogs running through the grass .,The two small dogs run through the grass .
2641770481_c98465ff35.jpg,a man standing next to a yellow kayak in the water,A man in a red jacket stands next to a yellow kayak .,A man in a red jacket stands near a yellow kayak .
2642474867_4e6346f809.jpg,a woman wearing a blue and white striped shirt and a straw hat,A blonde woman in a blue and white striped shirt and a straw hat .,A blond Caucasian woman in a blue shirt wearing a straw hat .
2642688531_8fb68b2147.jpg,a young boy playing in a water slide,A boy in a yellow shirt is playing in a yellow tunnel .,A toddler is sitting inside a yellow tunnel in the playground .
2644430445_47c985a2ee.jpg,a woman taking a picture,A girl in a red top is taking a picture with her cell phone .,A girl in a red shirt takes a picture on a phone .
2646046871_c3a5dbb971.jpg,a young boy jumping in the air with a frisbee in his hand,A boy in a Hawaiian shirt is jumping in the grass .,A boy in an open Hawaiian shirt is making the Longhorns symbol with his hand .
2646116932_232573f030.jpg,a young boy standing next to a tree,A boy in a striped shirt stands near a tree .,A boy hiding behind a tree
2646540383_343e1ec9a4.jpg,a boy slides down an inflatable slide at an outdoor event,A boy in a swimsuit slides down an inflatable slide .,A boy is jumping forwards down a water slide .
2647049174_0fb47cee2e.jpg,a young boy sitting on the ground with his hands in his mouth,A boy in a blue shirt is sitting on the ground with his mouth open .,A child puts dirt into his mouth .
2647062476_5ef31ba867.jpg,a group of women standing in front of a portable toilet,A group of girls are standing in front of a portable toilet .,A group of girls are waiting outside of a potty-potty .
2647229826_e0e0c65ef1.jpg,a group of kids doing a trick on a skateboard,A girl in a red shirt is jumping over a fountain .,A young girl in red is jumping over a bent over child for a children ' game .
2647394564_4843800cff.jpg,a young boy is jumping in the air in a bedroom,A boy in a green shirt is jumping on two beds .,A child is leaping from one bed to another in the same room .
2648165716_02e2e74fd6.jpg,a young boy holding a red baseball bat,A boy is swinging a red baseball bat .,A boy swings a plastic bat .
2648310638_d6c576b5e4.jpg,a woman jogging on the road,A girl in a blue shirt is running on a road .,A woman in a blue tank top and shorts is jogging down an asphalt road .
2649406158_ded6be38de.jpg,a greyhound racing on a track,A greyhound is running on a track .,A brown and white greyhound wearing a red number five is caught in midair racing .
2652522323_9218afd8c2.jpg,a woman and a little girl playing with a ball,A woman and a little girl playing with a blue ball .,A child and her mother are playing ball in a park .
2654514044_a70a6e2c21.jpg,a dog running in the grass,A brown dog is running in the grass .,A brown dog running
2657484284_daa07a3a1b.jpg,a group of people in a canoe on a river,A group of people in canoes on a river .,A kayak on the river is passing by a wire bridge that joins both banks .
